C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_43_529.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_43_529.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_43_529.jpg, 0, 0, 0, 0.0001603547
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_43_634.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_43_634.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_43_634.jpg, 0, 0, 0, 0.0001583458
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_43_734.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_43_734.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_43_734.jpg, 0, 0, 0, 0.0001572633
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_43_856.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_43_856.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_43_856.jpg, 0, 0, 0, 0.0001575234
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_43_960.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_43_960.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_43_960.jpg, 0, 0, 0, 0.0001567043
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_44_067.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_44_067.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_44_067.jpg, 0, 0, 0, 0.0001573818
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_44_177.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_44_177.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_44_177.jpg, 0, 0, 0, 0.0001570281
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_44_283.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_44_283.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_44_283.jpg, 0, 0, 0, 0.0001572965
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_44_385.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_44_385.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_44_385.jpg, 0, 0, 0, 0.0001573869
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_44_490.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_44_490.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_44_490.jpg, 0, 0, 0, 0.0001601441
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_44_600.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_44_600.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_44_600.jpg, 0, 0, 0, 0.0001572968
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_44_705.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_44_705.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_44_705.jpg, 0, 0, 0, 0.000157292
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_44_810.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_44_810.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_44_810.jpg, 0, 0, 0, 0.0001574858
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_44_921.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_44_921.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_44_921.jpg, 0, 0, 0, 0.0001577977
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_45_027.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_45_027.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_45_027.jpg, 0, 0, 0, 0.0001572681
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_45_131.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_45_131.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_45_131.jpg, 0, 0, 0, 0.0001572081
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_45_235.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_45_235.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_45_235.jpg, 0, 0, 0, 0.0001572427
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_45_336.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_45_336.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_45_336.jpg, 0, 0, 0, 0.0001572443
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_45_437.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_45_437.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_45_437.jpg, 0, 0, 0, 0.0001570219
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_45_542.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_45_542.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_45_542.jpg, 0, 0, 0, 0.0001576692
C:\Users\Champ\Desktop\EC731\IMG\center_2022_11_27_21_44_45_650.jpg, C:\Users\Champ\Desktop\EC731\IMG\left_2022_11_27_21_44_45_650.jpg, C:\Users\Champ\Desktop\EC731\IMG\right_2022_11_27_21_44_45_650.jpg, 0, 0, 0, 0.0001575062
